STARTING NiCd/NiMH CHARGE
Vmax: 10.68, Imax: 0.04, #cells: 6
V;I;tHrs;tMin;tSec;PWM
 9.17;0.03;00:11:07;093
 9.17;0.03;00:11:08;093
 9.17;0.03;00:11:09;092
 9.17;0.03;00:11:10;093
 9.17;0.03;00:11:11;093
 9.17;0.03;00:11:12;094
 9.18;0.03;00:11:13;092
 9.17;0.04;00:11:14;094
 9.17;0.04;00:11:15;093
 9.17;0.04;00:11:16;093
 9.19;0.03;00:11:17;092
 9.17;0.04;00:11:18;091
 9.19;0.03;00:11:19;092
 9.17;0.04;00:11:20;093
 9.19;0.04;00:11:21;092
 9.18;0.04;00:11:22;091
 9.19;0.04;00:11:23;091
 9.19;0.03;00:11:24;092
 9.19;0.03;00:11:25;092
 9.19;0.03;00:11:26;092
 9.19;0.04;00:11:27;091
 9.19;0.04;00:11:28;091
 9.19;0.04;00:11:29;092
 9.19;0.04;00:11:30;090
 9.19;0.04;00:11:31;092
 9.19;0.04;00:11:32;090
 9.19;0.04;00:11:33;092
 9.19;0.04;00:11:34;092
 9.19;0.04;00:11:35;093
 9.19;0.04;00:11:36;092
 9.19;0.03;00:11:37;092
 9.19;0.03;00:11:38;094
 9.19;0.04;00:11:39;092
 9.19;0.04;00:11:40;092
 9.19;0.04;00:11:41;097
 9.19;0.04;00:11:42;092
 9.19;0.04;00:11:43;093
 9.19;0.04;00:11:44;092
 9.19;0.04;00:11:45;093
 9.19;0.04;00:11:46;093
 9.19;0.04;00:11:47;092
 9.19;0.03;00:11:48;093
 9.20;0.03;00:11:49;094
 9.19;0.04;00:11:50;092
 9.19;0.04;00:11:51;093
 9.19;0.04;00:11:52;092
 9.19;0.04;00:11:53;093
 9.19;0.04;00:11:54;093
 9.20;0.04;00:11:55;094
 9.19;0.04;00:11:56;093
 9.20;0.04;00:11:57;094
 9.19;0.04;00:11:58;093
 9.20;0.03;00:11:59;095
 9.20;0.03;00:12:00;094
 9.20;0.03;00:12:01;094
 9.20;0.04;00:12:02;093
 9.20;0.03;00:12:03;094
 9.20;0.04;00:12:04;093
 9.20;0.04;00:12:05;093
 9.20;0.04;00:12:06;092
 9.20;0.04;00:12:07;093
 9.20;0.04;00:12:08;092
 9.20;0.04;00:12:09;093
